asin,Manufacturer,Processor Type,Hard Drive Size,Hard Disk Description,RAM Size,url
B0B1QF9CHY,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-Thinkpad-20W000VKUK-T14-i5-1135G7/dp/B0B1QF9CHY/ref=sr_1_267?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-267
B08L5714GB,Autre,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/MEDION-ERAZER-Deputy-i5-12500H-GeForce/dp/B08L5714GB/ref=sr_1_268?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-268
B08HMC1WZP,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-Thinkpad-P50-i7-6820HQ-Windows/dp/B08HMC1WZP/ref=sr_1_269?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-269
B0B5XNN1VY,Lenovo,Ryzen,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-WQXGA-Anti-glare-Laptop/dp/B0B5XNN1VY/ref=sr_1_271?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-271
B09SG6RNT4,Lenovo,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-Flex-15-6-Laptop/dp/B09SG6RNT4/ref=sr_1_272?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-272
B08NSZJSDS,Lenovo,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-Yoga-Slim-Inch-Laptop/dp/B08NSZJSDS/ref=sr_1_273?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-273
B0D26CZ6TR,Asus,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Vivobook-Students-Business-Micro-Edge/dp/B0D26CZ6TR/ref=sr_1_274?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-274
B0CCYK39CY,Lenovo,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Yoga-7i-Business-Touchscreen/dp/B0CCYK39CY/ref=sr_1_275?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-275
B0B4WNLW3B,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-Notebook-DDR4-SDRAM-802-11ax/dp/B0B4WNLW3B/ref=sr_1_278?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-278
B07VB5HWV2,Apple,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Apple-MacBook-MPXU2LL-13-3-inch-Display/dp/B07VB5HWV2/ref=sr_1_279?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-279
B00GZB88MU,Acer,Aures,16 GB,SSD,4 GB,https://www.amazon.co.uk/Acer-Chromebook-NX-SHEAA-004-11-6-Inch-Netbook-Grey/dp/B00GZB88MU/ref=sr_1_280?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-280
B0BLT3BDV5,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-Thinkpad-Business-T16-G1/dp/B0BLT3BDV5/ref=sr_1_281?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-281
B0B7P72TQ2,Lenovo,Ryzen,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-Notebook-DDR4-SDRAM-802-11ax/dp/B0B7P72TQ2/ref=sr_1_282?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-282
B07DPC4PLG,Hp,Aures,128 GB,SSD,8 GB,https://www.amazon.co.uk/HP-13-ag0002na-Touch-Screen-Convertible-Laptop/dp/B07DPC4PLG/ref=sr_1_283?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-283
B0DCCGZV69,Asus,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Vivobook-Students-Business-Micro-Edge/dp/B0DCCGZV69/ref=sr_1_284?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-284
B0D72J2HFF,Acer,Aures,512 GB,SSD,8 GB,https://www.amazon.co.uk/acer-Chromebook-Touchscreen-i3-N305-Business/dp/B0D72J2HFF/ref=sr_1_285?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-285
B07GBDDCRV,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-Notebook-2-3GHz-Windows/dp/B07GBDDCRV/ref=sr_1_286?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-286
B004WNAYS4,Lenovo,Core i,320 GB,HDD,4 GB,https://www.amazon.co.uk/Lenovo-Thinkpad-14-inch-i5-2520M-Professional/dp/B004WNAYS4/ref=sr_1_288?dib=eyJ2IjoiMSJ9.pAFHJX9Y5aX2-ysBdEYon207yfLdv3QcRGkZ7wbBRnrVmTQyWbVxPjfWQ95KKVkWBvYXCR-vW8Jomc6M2rLZ-Ee85dGWUEyO5wdfmL44d2ZwfhFFDvg0iPWVte8p0ZBGlNZhcPiv2SonEXz0aGIX-AMLQjplvBe4oSt9ytqdvc3ZVI_bW-moLolDii9JczOGK_Rfz67DFYUY3XUqgadbsREpxBcrcNpecW7hk3U2WtdG9U89KpdeYI4TYLA-PIGHtvn1VqMC3nV0En13FOgWMwki8bBysngZ3RuFelmR_WM.fdgTqB0WE6Q5Dozj1DuGDd6nn12XOYb69wtOEiHp_aU&dib_tag=se&qid=1746427348&s=computers&sr=1-288
B0999KFRD2,Dell,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/Dell-XPS-17-9710-InfinityEdge/dp/B0999KFRD2/ref=sr_1_289?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-289
B07CZHHGK9,Dell,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Dell-Notebook-Corei7-8550U-Graphics-Windows/dp/B07CZHHGK9/ref=sr_1_290?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-290
B0D67651YC,Lenovo,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-T16-Business-i7-1355U/dp/B0D67651YC/ref=sr_1_291?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-291
B09R63Z5L7,Acer,Core i,512,SSD,16 GB,https://www.amazon.co.uk/Acer-AV15-51-7617-sRGB-Display-i7-1195G7-Vero-Sleeve/dp/B09R63Z5L7/ref=sr_1_293?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-293
B08KY4V659,Asus,Ryzen,512 GB,SSD,8 GB,https://www.amazon.co.uk/ASUS-ZenBook-UM433IQ-AMD-Ryzen-Graphics/dp/B08KY4V659/ref=sr_1_294?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-294
B08JQJ5RKK,Acer,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Acer-i7-1165G7-Graphics-Fingerprint-SF314-59-75QC/dp/B08JQJ5RKK/ref=sr_1_295?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-295
B08CNNDHSH,Dell,Core i,256 GB,SSD,256 GB,https://www.amazon.co.uk/Dell-Latitude-Business-Laptop-i5-10210U/dp/B08CNNDHSH/ref=sr_1_296?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-296
B0858LSWLW,Acer,Aures,64 GB,eMMC,4 GB,https://www.amazon.co.uk/Acer-Chromebook-Celeron-Display-CB314-1HT-C7C0/dp/B0858LSWLW/ref=sr_1_297?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-297
B003BF00KG,Dell,Aures,160 GB,HDD,2 GB,https://www.amazon.co.uk/Dell-Inspiron-1545-Black-Laptop/dp/B003BF00KG/ref=sr_1_298?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-298
B0D2LXG1JC,Hp,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/HP-EliteBook-840-G11-Notebook/dp/B0D2LXG1JC/ref=sr_1_299?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-299
B0BN4DW46V,Lenovo,Aures,256 GB,SSD,256 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-Notebook-Snapdragon-LPDDR4x-SDRAM/dp/B0BN4DW46V/ref=sr_1_300?dib=eyJ2IjoiMSJ9.Mvh3wkUwzaka9PMZWC1z5kVpCWmkZsQJT0oVvNGXYFf6djODGCGCEEj1JxoRRo61MAenEFKCKD_crXGyPhlUOe0R1peA70Lz2lDVIiKVrQxgpW89t7X7WSKyRe8WUVF9w0V1Ts2ww7tYADaIOjLsQqtxcBTVI7reTxoPxn9mOLZhBFimoS9d5gAPR-LDJX_XBOeNKac3fjoMq4JPEvTfXGRkyqmgJw2J0MBlCeB7kVgL7G8_3ajvIi9Wv62Tb74-B-EhW32TvkdBlVQCEM6Y815qBgLAHE3cSusIRxfHmr8.akCTPvsiGqWKs-m67AKW6aPfo_K0SA25IEnGnr7ikW0&dib_tag=se&qid=1746427352&s=computers&sr=1-300
