asin,Manufacturer,Processor Type,Hard Drive Size,Hard Disk Description,RAM Size,url
B0CMTRDQL9,Lenovo,Core i,512 GB,SSD,32 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-Touchscreen-Thunderbolt-Fingerprint/dp/B0CMTRDQL9/ref=sr_1_1485?dib=eyJ2IjoiMSJ9.NGoU5RMA-xb71fVgNWy36GENDHBNwEnvTSozKWdllLWnZO27YSfDIo3_MAX7ADmaEXsmrcrKsrng1VzkqAc5vTCI8i8biKxfyjWcbV3QQHxd2Mgn0bxVJenJAd1tGciegoB3cjLgGz3smVO1OL6_IBoiXTtLwfWcXmoEVsJR1Ww2whPGiyzdgq8eHGivTU0cvYX-rMVQSBr1C1N3Zh1DUxLQbbj5D7q8DMmBw-dDF1_sMh3cBjtcy2Hp-uDQA3gE0UC24QYgSy7O3dMCABK4yMBQwP9IX64D1zBLtDrgHeE.OiHSS0Z1H76N2m0dNbYtRYJNDBWXOMV4rgRak2sh2_o&dib_tag=se&qid=1746427604&s=computers&sr=1-1485
B0CMT97CQM,Lenovo,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-Gen-Laptop-Thunderbolt/dp/B0CMT97CQM/ref=sr_1_1486?dib=eyJ2IjoiMSJ9.NGoU5RMA-xb71fVgNWy36GENDHBNwEnvTSozKWdllLWnZO27YSfDIo3_MAX7ADmaEXsmrcrKsrng1VzkqAc5vTCI8i8biKxfyjWcbV3QQHxd2Mgn0bxVJenJAd1tGciegoB3cjLgGz3smVO1OL6_IBoiXTtLwfWcXmoEVsJR1Ww2whPGiyzdgq8eHGivTU0cvYX-rMVQSBr1C1N3Zh1DUxLQbbj5D7q8DMmBw-dDF1_sMh3cBjtcy2Hp-uDQA3gE0UC24QYgSy7O3dMCABK4yMBQwP9IX64D1zBLtDrgHeE.OiHSS0Z1H76N2m0dNbYtRYJNDBWXOMV4rgRak2sh2_o&dib_tag=se&qid=1746427604&s=computers&sr=1-1486
B0CMRRFGVN,Acer,Core i,128 GB,eMMC,8 GB,https://www.amazon.co.uk/Chromebook-CB314-4HT-32X6-i3-N305-Processor-Touchscreen/dp/B0CMRRFGVN/ref=sr_1_1489?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1489
B0CMJY886M,Asus,Core i,2 TB,SSD,32 GB,https://www.amazon.co.uk/ASUS-Display-GeForce-14-Core-i7-13650HX/dp/B0CMJY886M/ref=sr_1_1492?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1492
B0CMJD9GB8,Acer,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/Aspire-Display-i5-1135G7-Windows-A315-24P/dp/B0CMJD9GB8/ref=sr_1_1493?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1493
B0CMCC99W8,Lenovo,Ryzen,2 TB,SSD,8 TB,https://www.amazon.co.uk/Lenovo-Laptop-i7-11600H-Backlit-Version/dp/B0CMCC99W8/ref=sr_1_1496?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1496
B0CMBKM41G,Lenovo,Ryzen,512 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-Laptop-i7-11600H-Backlit-Version/dp/B0CMBKM41G/ref=sr_1_1497?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1497
B0CM8JSG4G,Acer,Aures,64 GB,eMMC,4 GB,https://www.amazon.co.uk/Chromebook-2023-Flagship-Computer-HubxcelAccessory/dp/B0CM8JSG4G/ref=sr_1_1500?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1500
B0CM6757CB,Lenovo,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Yoga-i5-1335U-Graphics-Fingerprint/dp/B0CM6757CB/ref=sr_1_1502?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1502
B0CM3C2ZJL,Autre,Aures,16 GB,SSD,16 GB,https://www.amazon.co.uk/BINTEC-16-High-Speed-Fingerprint-Recognition/dp/B0CM3C2ZJL/ref=sr_1_1503?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1503
B0CLZ3VQKD,Asus,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Vivobook-Lightweight-Display-i3-1215U/dp/B0CLZ3VQKD/ref=sr_1_1508?dib=eyJ2IjoiMSJ9.q6weowDGKZTtzzjvkOR0imUe7o9AXckgj_IMX-tYW7e4thSShCY-n4fMSirZMxBxZ9QzbgOwSOQ3hley57lyQrV6dKfwp1xL3lOIZ92Vx_2vO5ku_PlSbcfUoIWLxcaNvkowYs4eBg7skPnsVM1j9aKYakEBzlXQ9Jn2L1kcf_J65ZVKUeJWAD0Lt1IWONB7LGk1wWDvpfGuPO1J4nvOH97wFPMu88H6GEiiQwS83TAlV4LO7cQD0sUBx251vN8Vj9U0n_gmM8zJQ7ai_95ShLbE_tTxoF38lXLQX1z3jFE.pilIyBkL0imD2vLtFXHxGj3x9di-f9HjlezcSCzuUSE&dib_tag=se&qid=1746427609&s=computers&sr=1-1508
B0CLVHBD7Z,Lenovo,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Touchscreen-i7-1255U-Graphics-Fingerprint/dp/B0CLVHBD7Z/ref=sr_1_1513?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1513
B0CLT75SYC,Asus,Core i,2 TB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Business-Vivobook-Touchscreen-i9-13900H/dp/B0CLT75SYC/ref=sr_1_1515?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1515
B0CLS1CLWG,Dell,Core i,512 GB,SSD,8 GB,https://www.amazon.co.uk/Dell-Inspiron-15-Laptop-Processor/dp/B0CLS1CLWG/ref=sr_1_1518?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1518
B0CLPBS5SX,Autre,Ryzen,1 TB,SSD,16 GB,https://www.amazon.co.uk/Veno-Scorp-Gaming-Ryzen-Graphics/dp/B0CLPBS5SX/ref=sr_1_1520?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1520
B0CLP9K42R,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-83AJ0000UX-Touchscreen-Convertible-Chromebook/dp/B0CLP9K42R/ref=sr_1_1521?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1521
B0CLLFP74M,Lenovo,Ryzen,1 TB,SSD,36 GB,https://www.amazon.co.uk/Lenovo-Ideapad-Business-Computer-Windows/dp/B0CLLFP74M/ref=sr_1_1523?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1523
B0CLJ4SLWN,Lenovo,Core i,1 TB,SSD,24 GB,https://www.amazon.co.uk/Lenovo-IdeaPad3-i7-1255U-Graphics-Fingerprint/dp/B0CLJ4SLWN/ref=sr_1_1526?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1526
B0CLHHH72J,Acer,Ryzen,256 GB,SSD,8 GB,https://www.amazon.co.uk/Aspire-Laptop-Display-i7-1160G7-Graphics/dp/B0CLHHH72J/ref=sr_1_1527?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1527
B0CLHCWNV8,Asus,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Vivobook-Display-i3-1215U-Touchpad/dp/B0CLHCWNV8/ref=sr_1_1528?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1528
B0CLHC8LXJ,Asus,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/ASUS-Vivobook-Display-i3-1215U-Touchpad/dp/B0CLHC8LXJ/ref=sr_1_1529?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1529
B0CLH9Y264,Asus,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/ASUS-Vivobook-Display-i3-1215U-Processor/dp/B0CLH9Y264/ref=sr_1_1530?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1530
B0CLGSQ2PZ,Lenovo,Aures,64 GB,SSD,4 GB,https://www.amazon.co.uk/Lenovo-Chromebook-Touchcreen-MediaTek-Processor/dp/B0CLGSQ2PZ/ref=sr_1_1531?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1531
B0CLGGB88D,Acer,Aures,64 GB,eMMC,4 GB,https://www.amazon.co.uk/Chromebook-Touchscreen-Student-Backlit-Battery/dp/B0CLGGB88D/ref=sr_1_1532?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1532
B0CLFTQPQ4,Acer,Aures,128 GB,eMMC,4 GB,https://www.amazon.co.uk/Chromebook-Computer-Display-Celeron-MarxsolAccessory/dp/B0CLFTQPQ4/ref=sr_1_1534?dib=eyJ2IjoiMSJ9.Nw-9VU2_whKzhDL6MCa6ITyns7t668iqJJc51kPHOOS-cIoMBijOD0E-WnVFK848uW-hIt75NZjfvIB0cODNQvDJCRrHqUML6QtlDa9cf59LIzaTq26sYcg_YjNPbnDYaqesbaqnqEOkZWUlsZOZulVEahDGFFhP_Zsh0VKKClWP9ovLOYPcTQ7o9zESEi3ZaCECnoootAKELO1ibftF06yJoFoKA852KBJs9qkwdrBbX-Nf_t892EL5B85doWwFOp8rTTnc0Vwy1UU7xOptnSvrjytWC3LLcQhLn6O5SSU.KLCpM8EnFLywpEyEhjO5_BFJpy3BUVXdQ9Og_cezA8E&dib_tag=se&qid=1746427616&s=computers&sr=1-1534
B0CLB8P48K,Asus,Core i,2 TB,SSD,32 GB,https://www.amazon.co.uk/ASUS-Vivobook-Processors-Bluetooth-Fingerprint/dp/B0CLB8P48K/ref=sr_1_1537?dib=eyJ2IjoiMSJ9.rpYfUZI4-cFEP2sxEvO7sA_Pb0GvlHui1k6GAZ-d9KTRqGP0pe1fUE_VZudJ7So36og-pJcH56rSVQoj2qrpoaSw9AWbimFwoNPFyJqVoxpG9Ydfp51HdVNFIza0u5u7oNDIFgoC4O5VKN_mcC2Co5DZqHcccHMPHC3UXkatQbDvSTYeJvzoJ8WEarngLYyaeYpjJ1ZQv_mF4q0fzIEhbMuQp-klGw5A5Zil3h4yUo_-DZ7YEU6dMpVroevrZ07DUNjQRFH1Qm4zElWMlOnf4XvC_cJRuy8zxRtrn4rucsw.HgzKjYRn5z51S8Q3fUX_x8fvaz-JV61WGzAmP9lxBk8&dib_tag=se&qid=1746427620&s=computers&sr=1-1537
B0CLB7Z376,Asus,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/ASUS-Vivobook-Processors-Bluetooth-Fingerprint/dp/B0CLB7Z376/ref=sr_1_1538?dib=eyJ2IjoiMSJ9.rpYfUZI4-cFEP2sxEvO7sA_Pb0GvlHui1k6GAZ-d9KTRqGP0pe1fUE_VZudJ7So36og-pJcH56rSVQoj2qrpoaSw9AWbimFwoNPFyJqVoxpG9Ydfp51HdVNFIza0u5u7oNDIFgoC4O5VKN_mcC2Co5DZqHcccHMPHC3UXkatQbDvSTYeJvzoJ8WEarngLYyaeYpjJ1ZQv_mF4q0fzIEhbMuQp-klGw5A5Zil3h4yUo_-DZ7YEU6dMpVroevrZ07DUNjQRFH1Qm4zElWMlOnf4XvC_cJRuy8zxRtrn4rucsw.HgzKjYRn5z51S8Q3fUX_x8fvaz-JV61WGzAmP9lxBk8&dib_tag=se&qid=1746427620&s=computers&sr=1-1538
B0CL9DCG15,Lenovo,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Touchscreen-Intel-i7-1255U-Fingerprint/dp/B0CL9DCG15/ref=sr_1_1539?dib=eyJ2IjoiMSJ9.rpYfUZI4-cFEP2sxEvO7sA_Pb0GvlHui1k6GAZ-d9KTRqGP0pe1fUE_VZudJ7So36og-pJcH56rSVQoj2qrpoaSw9AWbimFwoNPFyJqVoxpG9Ydfp51HdVNFIza0u5u7oNDIFgoC4O5VKN_mcC2Co5DZqHcccHMPHC3UXkatQbDvSTYeJvzoJ8WEarngLYyaeYpjJ1ZQv_mF4q0fzIEhbMuQp-klGw5A5Zil3h4yUo_-DZ7YEU6dMpVroevrZ07DUNjQRFH1Qm4zElWMlOnf4XvC_cJRuy8zxRtrn4rucsw.HgzKjYRn5z51S8Q3fUX_x8fvaz-JV61WGzAmP9lxBk8&dib_tag=se&qid=1746427620&s=computers&sr=1-1539
B0CL92VVN4,Lenovo,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-Ideapad-Touchscreen-i5-1155G7-Processor/dp/B0CL92VVN4/ref=sr_1_1540?dib=eyJ2IjoiMSJ9.rpYfUZI4-cFEP2sxEvO7sA_Pb0GvlHui1k6GAZ-d9KTRqGP0pe1fUE_VZudJ7So36og-pJcH56rSVQoj2qrpoaSw9AWbimFwoNPFyJqVoxpG9Ydfp51HdVNFIza0u5u7oNDIFgoC4O5VKN_mcC2Co5DZqHcccHMPHC3UXkatQbDvSTYeJvzoJ8WEarngLYyaeYpjJ1ZQv_mF4q0fzIEhbMuQp-klGw5A5Zil3h4yUo_-DZ7YEU6dMpVroevrZ07DUNjQRFH1Qm4zElWMlOnf4XvC_cJRuy8zxRtrn4rucsw.HgzKjYRn5z51S8Q3fUX_x8fvaz-JV61WGzAmP9lxBk8&dib_tag=se&qid=1746427620&s=computers&sr=1-1540
